record_id,source_filename,frame_index,yaw,pitch,roll,pose_bin,canonical_yaw,ldm106_raw_file,ldm106_aligned_file,ldm134_raw_file,ldm134_aligned_file,metadata_file,npz_file
frame_0088,frame_0088.jpg,88,-59.6606559753418,-13.541949272155762,11.01282787322998,left_profile,-70.0,person_07/frame_0088/ldm106_raw.csv,person_07/frame_0088/ldm106_aligned.csv,person_07/frame_0088/ldm134_raw.csv,person_07/frame_0088/ldm134_aligned.csv,person_07/frame_0088/metadata.json,person_07/frame_0088/record.npz
frame_0087,frame_0087.jpg,87,-59.101078033447266,-13.757535934448242,10.82609748840332,left_profile,-70.0,person_07/frame_0087/ldm106_raw.csv,person_07/frame_0087/ldm106_aligned.csv,person_07/frame_0087/ldm134_raw.csv,person_07/frame_0087/ldm134_aligned.csv,person_07/frame_0087/metadata.json,person_07/frame_0087/record.npz
frame_0086,frame_0086.jpg,86,-57.64339828491211,-13.943700790405272,10.958581924438477,left_profile,-70.0,person_07/frame_0086/ldm106_raw.csv,person_07/frame_0086/ldm106_aligned.csv,person_07/frame_0086/ldm134_raw.csv,person_07/frame_0086/ldm134_aligned.csv,person_07/frame_0086/metadata.json,person_07/frame_0086/record.npz
frame_0084,frame_0084.jpg,84,-57.40511322021485,-13.918816566467283,11.177066802978516,left_profile,-70.0,person_07/frame_0084/ldm106_raw.csv,person_07/frame_0084/ldm106_aligned.csv,person_07/frame_0084/ldm134_raw.csv,person_07/frame_0084/ldm134_aligned.csv,person_07/frame_0084/metadata.json,person_07/frame_0084/record.npz
frame_0085,frame_0085.jpg,85,-57.369625091552734,-15.150723457336426,12.18010711669922,left_profile,-70.0,person_07/frame_0085/ldm106_raw.csv,person_07/frame_0085/ldm106_aligned.csv,person_07/frame_0085/ldm134_raw.csv,person_07/frame_0085/ldm134_aligned.csv,person_07/frame_0085/metadata.json,person_07/frame_0085/record.npz
frame_0083,frame_0083.jpg,83,-56.559268951416016,-11.99746036529541,8.87204647064209,left_profile,-70.0,person_07/frame_0083/ldm106_raw.csv,person_07/frame_0083/ldm106_aligned.csv,person_07/frame_0083/ldm134_raw.csv,person_07/frame_0083/ldm134_aligned.csv,person_07/frame_0083/metadata.json,person_07/frame_0083/record.npz
frame_0082,frame_0082.jpg,82,-55.7927131652832,-11.33399486541748,8.353038787841797,left_profile,-70.0,person_07/frame_0082/ldm106_raw.csv,person_07/frame_0082/ldm106_aligned.csv,person_07/frame_0082/ldm134_raw.csv,person_07/frame_0082/ldm134_aligned.csv,person_07/frame_0082/metadata.json,person_07/frame_0082/record.npz
frame_0081,frame_0081.jpg,81,-55.61296081542969,-10.96097469329834,7.858348369598389,left_profile,-70.0,person_07/frame_0081/ldm106_raw.csv,person_07/frame_0081/ldm106_aligned.csv,person_07/frame_0081/ldm134_raw.csv,person_07/frame_0081/ldm134_aligned.csv,person_07/frame_0081/metadata.json,person_07/frame_0081/record.npz
frame_0080,frame_0080.jpg,80,-54.347206115722656,-8.896533966064453,6.236591339111328,left_profile,-70.0,person_07/frame_0080/ldm106_raw.csv,person_07/frame_0080/ldm106_aligned.csv,person_07/frame_0080/ldm134_raw.csv,person_07/frame_0080/ldm134_aligned.csv,person_07/frame_0080/metadata.json,person_07/frame_0080/record.npz
frame_0079,frame_0079.jpg,79,-53.47425079345703,-7.891464233398437,5.461789131164551,left_profile,-70.0,person_07/frame_0079/ldm106_raw.csv,person_07/frame_0079/ldm106_aligned.csv,person_07/frame_0079/ldm134_raw.csv,person_07/frame_0079/ldm134_aligned.csv,person_07/frame_0079/metadata.json,person_07/frame_0079/record.npz
frame_0078,frame_0078.jpg,78,-52.12544250488281,-7.749147891998291,5.153868198394775,left_profile,-70.0,person_07/frame_0078/ldm106_raw.csv,person_07/frame_0078/ldm106_aligned.csv,person_07/frame_0078/ldm134_raw.csv,person_07/frame_0078/ldm134_aligned.csv,person_07/frame_0078/metadata.json,person_07/frame_0078/record.npz
