record_id,source_filename,frame_index,yaw,pitch,roll,pose_bin,canonical_yaw,ldm106_raw_file,ldm106_aligned_file,ldm134_raw_file,ldm134_aligned_file,metadata_file,npz_file
frame_000308,frame_000308.jpg,308,-67.71133422851562,-15.40279483795166,17.316465377807617,left_profile,-70.0,person_02/frame_000308/ldm106_raw.csv,person_02/frame_000308/ldm106_aligned.csv,person_02/frame_000308/ldm134_raw.csv,person_02/frame_000308/ldm134_aligned.csv,person_02/frame_000308/metadata.json,person_02/frame_000308/record.npz
frame_000307,frame_000307.jpg,307,-67.37057495117188,-14.449329376220703,16.133745193481445,left_profile,-70.0,person_02/frame_000307/ldm106_raw.csv,person_02/frame_000307/ldm106_aligned.csv,person_02/frame_000307/ldm134_raw.csv,person_02/frame_000307/ldm134_aligned.csv,person_02/frame_000307/metadata.json,person_02/frame_000307/record.npz
frame_000306,frame_000306.jpg,306,-66.55049133300781,-15.107858657836914,16.989992141723633,left_profile,-70.0,person_02/frame_000306/ldm106_raw.csv,person_02/frame_000306/ldm106_aligned.csv,person_02/frame_000306/ldm134_raw.csv,person_02/frame_000306/ldm134_aligned.csv,person_02/frame_000306/metadata.json,person_02/frame_000306/record.npz
frame_000305,frame_000305.jpg,305,-66.06363677978516,-13.297652244567873,15.369054794311523,left_profile,-70.0,person_02/frame_000305/ldm106_raw.csv,person_02/frame_000305/ldm106_aligned.csv,person_02/frame_000305/ldm134_raw.csv,person_02/frame_000305/ldm134_aligned.csv,person_02/frame_000305/metadata.json,person_02/frame_000305/record.npz
frame_000304,frame_000304.jpg,304,-64.80667877197266,-12.450065612792969,14.435088157653809,left_profile,-70.0,person_02/frame_000304/ldm106_raw.csv,person_02/frame_000304/ldm106_aligned.csv,person_02/frame_000304/ldm134_raw.csv,person_02/frame_000304/ldm134_aligned.csv,person_02/frame_000304/metadata.json,person_02/frame_000304/record.npz
frame_000303,frame_000303.jpg,303,-64.1557846069336,-12.404330253601074,14.225468635559082,left_profile,-70.0,person_02/frame_000303/ldm106_raw.csv,person_02/frame_000303/ldm106_aligned.csv,person_02/frame_000303/ldm134_raw.csv,person_02/frame_000303/ldm134_aligned.csv,person_02/frame_000303/metadata.json,person_02/frame_000303/record.npz
frame_000302,frame_000302.jpg,302,-63.96135711669922,-12.624418258666992,14.26594066619873,left_profile,-70.0,person_02/frame_000302/ldm106_raw.csv,person_02/frame_000302/ldm106_aligned.csv,person_02/frame_000302/ldm134_raw.csv,person_02/frame_000302/ldm134_aligned.csv,person_02/frame_000302/metadata.json,person_02/frame_000302/record.npz
frame_000301,frame_000301.jpg,301,-63.2326774597168,-11.753421783447266,13.416252136230469,left_profile,-70.0,person_02/frame_000301/ldm106_raw.csv,person_02/frame_000301/ldm106_aligned.csv,person_02/frame_000301/ldm134_raw.csv,person_02/frame_000301/ldm134_aligned.csv,person_02/frame_000301/metadata.json,person_02/frame_000301/record.npz
frame_000300,frame_000300.jpg,300,-62.545745849609375,-11.831125259399414,13.394298553466797,left_profile,-70.0,person_02/frame_000300/ldm106_raw.csv,person_02/frame_000300/ldm106_aligned.csv,person_02/frame_000300/ldm134_raw.csv,person_02/frame_000300/ldm134_aligned.csv,person_02/frame_000300/metadata.json,person_02/frame_000300/record.npz
frame_000299,frame_000299.jpg,299,-62.18003845214844,-10.67282772064209,12.346735954284668,left_profile,-70.0,person_02/frame_000299/ldm106_raw.csv,person_02/frame_000299/ldm106_aligned.csv,person_02/frame_000299/ldm134_raw.csv,person_02/frame_000299/ldm134_aligned.csv,person_02/frame_000299/metadata.json,person_02/frame_000299/record.npz
