record_id,source_filename,frame_index,yaw,pitch,roll,pose_bin,canonical_yaw,ldm106_raw_file,ldm106_aligned_file,ldm134_raw_file,ldm134_aligned_file,metadata_file,npz_file
frame_0001,frame_0001.jpg,1,-64.1695785522461,-9.490373611450195,6.081814289093018,left_profile,-70.0,person_06/frame_0001/ldm106_raw.csv,person_06/frame_0001/ldm106_aligned.csv,person_06/frame_0001/ldm134_raw.csv,person_06/frame_0001/ldm134_aligned.csv,person_06/frame_0001/metadata.json,person_06/frame_0001/record.npz
frame_0002,frame_0002.jpg,2,-63.60099792480469,-10.06307888031006,6.980044841766357,left_profile,-70.0,person_06/frame_0002/ldm106_raw.csv,person_06/frame_0002/ldm106_aligned.csv,person_06/frame_0002/ldm134_raw.csv,person_06/frame_0002/ldm134_aligned.csv,person_06/frame_0002/metadata.json,person_06/frame_0002/record.npz
frame_0003,frame_0003.jpg,3,-63.205078125,-9.459580421447754,6.408237457275391,left_profile,-70.0,person_06/frame_0003/ldm106_raw.csv,person_06/frame_0003/ldm106_aligned.csv,person_06/frame_0003/ldm134_raw.csv,person_06/frame_0003/ldm134_aligned.csv,person_06/frame_0003/metadata.json,person_06/frame_0003/record.npz
frame_0004,frame_0004.jpg,4,-62.863826751708984,-11.319506645202637,8.154363632202148,left_profile,-70.0,person_06/frame_0004/ldm106_raw.csv,person_06/frame_0004/ldm106_aligned.csv,person_06/frame_0004/ldm134_raw.csv,person_06/frame_0004/ldm134_aligned.csv,person_06/frame_0004/metadata.json,person_06/frame_0004/record.npz
frame_0005,frame_0005.jpg,5,-61.97890090942383,-11.245893478393556,8.11814022064209,left_profile,-70.0,person_06/frame_0005/ldm106_raw.csv,person_06/frame_0005/ldm106_aligned.csv,person_06/frame_0005/ldm134_raw.csv,person_06/frame_0005/ldm134_aligned.csv,person_06/frame_0005/metadata.json,person_06/frame_0005/record.npz
frame_0006,frame_0006.jpg,6,-61.49574279785156,-12.355846405029297,9.19447422027588,left_profile,-70.0,person_06/frame_0006/ldm106_raw.csv,person_06/frame_0006/ldm106_aligned.csv,person_06/frame_0006/ldm134_raw.csv,person_06/frame_0006/ldm134_aligned.csv,person_06/frame_0006/metadata.json,person_06/frame_0006/record.npz
frame_0007,frame_0007.jpg,7,-60.800086975097656,-12.429420471191406,9.68792724609375,left_profile,-70.0,person_06/frame_0007/ldm106_raw.csv,person_06/frame_0007/ldm106_aligned.csv,person_06/frame_0007/ldm134_raw.csv,person_06/frame_0007/ldm134_aligned.csv,person_06/frame_0007/metadata.json,person_06/frame_0007/record.npz
frame_0009,frame_0009.jpg,9,-60.77824401855469,-11.759319305419922,9.400616645812988,left_profile,-70.0,person_06/frame_0009/ldm106_raw.csv,person_06/frame_0009/ldm106_aligned.csv,person_06/frame_0009/ldm134_raw.csv,person_06/frame_0009/ldm134_aligned.csv,person_06/frame_0009/metadata.json,person_06/frame_0009/record.npz
frame_0008,frame_0008.jpg,8,-60.57928085327149,-10.32103443145752,7.936642646789551,left_profile,-70.0,person_06/frame_0008/ldm106_raw.csv,person_06/frame_0008/ldm106_aligned.csv,person_06/frame_0008/ldm134_raw.csv,person_06/frame_0008/ldm134_aligned.csv,person_06/frame_0008/metadata.json,person_06/frame_0008/record.npz
frame_0011,frame_0011.jpg,11,-59.931922912597656,-10.355783462524414,8.530418395996094,left_profile,-70.0,person_06/frame_0011/ldm106_raw.csv,person_06/frame_0011/ldm106_aligned.csv,person_06/frame_0011/ldm134_raw.csv,person_06/frame_0011/ldm134_aligned.csv,person_06/frame_0011/metadata.json,person_06/frame_0011/record.npz
frame_0010,frame_0010.jpg,10,-59.60321807861328,-10.551314353942873,8.54008674621582,left_profile,-70.0,person_06/frame_0010/ldm106_raw.csv,person_06/frame_0010/ldm106_aligned.csv,person_06/frame_0010/ldm134_raw.csv,person_06/frame_0010/ldm134_aligned.csv,person_06/frame_0010/metadata.json,person_06/frame_0010/record.npz
frame_0012,frame_0012.jpg,12,-58.938026428222656,-9.528141021728516,7.879055500030518,left_profile,-70.0,person_06/frame_0012/ldm106_raw.csv,person_06/frame_0012/ldm106_aligned.csv,person_06/frame_0012/ldm134_raw.csv,person_06/frame_0012/ldm134_aligned.csv,person_06/frame_0012/metadata.json,person_06/frame_0012/record.npz
frame_0013,frame_0013.jpg,13,-58.34758377075195,-8.343636512756348,6.50054407119751,left_profile,-70.0,person_06/frame_0013/ldm106_raw.csv,person_06/frame_0013/ldm106_aligned.csv,person_06/frame_0013/ldm134_raw.csv,person_06/frame_0013/ldm134_aligned.csv,person_06/frame_0013/metadata.json,person_06/frame_0013/record.npz
frame_0014,frame_0014.jpg,14,-57.59455490112305,-7.9247822761535645,6.522664546966553,left_profile,-70.0,person_06/frame_0014/ldm106_raw.csv,person_06/frame_0014/ldm106_aligned.csv,person_06/frame_0014/ldm134_raw.csv,person_06/frame_0014/ldm134_aligned.csv,person_06/frame_0014/metadata.json,person_06/frame_0014/record.npz
frame_0015,frame_0015.jpg,15,-57.21717071533203,-7.2367472648620605,5.303986549377441,left_profile,-70.0,person_06/frame_0015/ldm106_raw.csv,person_06/frame_0015/ldm106_aligned.csv,person_06/frame_0015/ldm134_raw.csv,person_06/frame_0015/ldm134_aligned.csv,person_06/frame_0015/metadata.json,person_06/frame_0015/record.npz
frame_0016,frame_0016.jpg,16,-56.34823226928711,-3.6918740272521977,1.5108686685562134,left_profile,-70.0,person_06/frame_0016/ldm106_raw.csv,person_06/frame_0016/ldm106_aligned.csv,person_06/frame_0016/ldm134_raw.csv,person_06/frame_0016/ldm134_aligned.csv,person_06/frame_0016/metadata.json,person_06/frame_0016/record.npz
frame_0018,frame_0018.jpg,18,-55.13822937011719,-2.674034833908081,0.5567214488983154,left_profile,-70.0,person_06/frame_0018/ldm106_raw.csv,person_06/frame_0018/ldm106_aligned.csv,person_06/frame_0018/ldm134_raw.csv,person_06/frame_0018/ldm134_aligned.csv,person_06/frame_0018/metadata.json,person_06/frame_0018/record.npz
frame_0017,frame_0017.jpg,17,-54.97603988647461,-3.8137803077697754,1.930010676383972,left_profile,-70.0,person_06/frame_0017/ldm106_raw.csv,person_06/frame_0017/ldm106_aligned.csv,person_06/frame_0017/ldm134_raw.csv,person_06/frame_0017/ldm134_aligned.csv,person_06/frame_0017/metadata.json,person_06/frame_0017/record.npz
frame_0019,frame_0019.jpg,19,-54.19191360473633,-1.8752630949020384,-0.110624723136425,left_profile,-70.0,person_06/frame_0019/ldm106_raw.csv,person_06/frame_0019/ldm106_aligned.csv,person_06/frame_0019/ldm134_raw.csv,person_06/frame_0019/ldm134_aligned.csv,person_06/frame_0019/metadata.json,person_06/frame_0019/record.npz
frame_0020,frame_0020.jpg,20,-54.1817626953125,-2.3610963821411133,0.1078177317976951,left_profile,-70.0,person_06/frame_0020/ldm106_raw.csv,person_06/frame_0020/ldm106_aligned.csv,person_06/frame_0020/ldm134_raw.csv,person_06/frame_0020/ldm134_aligned.csv,person_06/frame_0020/metadata.json,person_06/frame_0020/record.npz
frame_0021,frame_0021.jpg,21,-53.13417053222656,-1.7554199695587158,0.2090097516775131,left_profile,-70.0,person_06/frame_0021/ldm106_raw.csv,person_06/frame_0021/ldm106_aligned.csv,person_06/frame_0021/ldm134_raw.csv,person_06/frame_0021/ldm134_aligned.csv,person_06/frame_0021/metadata.json,person_06/frame_0021/record.npz
frame_0022,frame_0022.jpg,22,-52.37181091308594,-2.4268829822540283,0.8686230778694153,left_profile,-70.0,person_06/frame_0022/ldm106_raw.csv,person_06/frame_0022/ldm106_aligned.csv,person_06/frame_0022/ldm134_raw.csv,person_06/frame_0022/ldm134_aligned.csv,person_06/frame_0022/metadata.json,person_06/frame_0022/record.npz
