record_id,source_filename,frame_index,yaw,pitch,roll,pose_bin,canonical_yaw,ldm106_raw_file,ldm106_aligned_file,ldm134_raw_file,ldm134_aligned_file,metadata_file,npz_file
frame_000205,frame_000205.jpg,205,-79.5689468383789,4.7526535987854,-9.202227592468262,left_profile,-70.0,person_01/frame_000205/ldm106_raw.csv,person_01/frame_000205/ldm106_aligned.csv,person_01/frame_000205/ldm134_raw.csv,person_01/frame_000205/ldm134_aligned.csv,person_01/frame_000205/metadata.json,person_01/frame_000205/record.npz
frame_000204,frame_000204.jpg,204,-79.51837158203125,5.503432750701904,-9.779340744018556,left_profile,-70.0,person_01/frame_000204/ldm106_raw.csv,person_01/frame_000204/ldm106_aligned.csv,person_01/frame_000204/ldm134_raw.csv,person_01/frame_000204/ldm134_aligned.csv,person_01/frame_000204/metadata.json,person_01/frame_000204/record.npz
frame_000207,frame_000207.jpg,207,-79.44126892089844,6.46995210647583,-10.615418434143066,left_profile,-70.0,person_01/frame_000207/ldm106_raw.csv,person_01/frame_000207/ldm106_aligned.csv,person_01/frame_000207/ldm134_raw.csv,person_01/frame_000207/ldm134_aligned.csv,person_01/frame_000207/metadata.json,person_01/frame_000207/record.npz
frame_000209,frame_000209.jpg,209,-79.42318725585938,5.1806464195251465,-9.340950965881348,left_profile,-70.0,person_01/frame_000209/ldm106_raw.csv,person_01/frame_000209/ldm106_aligned.csv,person_01/frame_000209/ldm134_raw.csv,person_01/frame_000209/ldm134_aligned.csv,person_01/frame_000209/metadata.json,person_01/frame_000209/record.npz
frame_000206,frame_000206.jpg,206,-79.37308502197266,5.371805191040039,-9.58019733428955,left_profile,-70.0,person_01/frame_000206/ldm106_raw.csv,person_01/frame_000206/ldm106_aligned.csv,person_01/frame_000206/ldm134_raw.csv,person_01/frame_000206/ldm134_aligned.csv,person_01/frame_000206/metadata.json,person_01/frame_000206/record.npz
frame_000208,frame_000208.jpg,208,-79.26741790771484,4.696228981018066,-8.867327690124512,left_profile,-70.0,person_01/frame_000208/ldm106_raw.csv,person_01/frame_000208/ldm106_aligned.csv,person_01/frame_000208/ldm134_raw.csv,person_01/frame_000208/ldm134_aligned.csv,person_01/frame_000208/metadata.json,person_01/frame_000208/record.npz
frame_000211,frame_000211.jpg,211,-79.20381927490234,4.2499165534973145,-8.36712646484375,left_profile,-70.0,person_01/frame_000211/ldm106_raw.csv,person_01/frame_000211/ldm106_aligned.csv,person_01/frame_000211/ldm134_raw.csv,person_01/frame_000211/ldm134_aligned.csv,person_01/frame_000211/metadata.json,person_01/frame_000211/record.npz
frame_000210,frame_000210.jpg,210,-79.19783020019531,6.4787139892578125,-10.487022399902344,left_profile,-70.0,person_01/frame_000210/ldm106_raw.csv,person_01/frame_000210/ldm106_aligned.csv,person_01/frame_000210/ldm134_raw.csv,person_01/frame_000210/ldm134_aligned.csv,person_01/frame_000210/metadata.json,person_01/frame_000210/record.npz
frame_000212,frame_000212.jpg,212,-78.91007232666016,4.14433479309082,-8.54317855834961,left_profile,-70.0,person_01/frame_000212/ldm106_raw.csv,person_01/frame_000212/ldm106_aligned.csv,person_01/frame_000212/ldm134_raw.csv,person_01/frame_000212/ldm134_aligned.csv,person_01/frame_000212/metadata.json,person_01/frame_000212/record.npz
frame_000213,frame_000213.jpg,213,-78.3824462890625,1.389734983444214,-5.57305383682251,left_profile,-70.0,person_01/frame_000213/ldm106_raw.csv,person_01/frame_000213/ldm106_aligned.csv,person_01/frame_000213/ldm134_raw.csv,person_01/frame_000213/ldm134_aligned.csv,person_01/frame_000213/metadata.json,person_01/frame_000213/record.npz
frame_000215,frame_000215.jpg,215,-78.35092163085938,1.452889323234558,-5.594074726104736,left_profile,-70.0,person_01/frame_000215/ldm106_raw.csv,person_01/frame_000215/ldm106_aligned.csv,person_01/frame_000215/ldm134_raw.csv,person_01/frame_000215/ldm134_aligned.csv,person_01/frame_000215/metadata.json,person_01/frame_000215/record.npz
frame_000214,frame_000214.jpg,214,-78.25086212158203,1.5581480264663696,-5.615945816040039,left_profile,-70.0,person_01/frame_000214/ldm106_raw.csv,person_01/frame_000214/ldm106_aligned.csv,person_01/frame_000214/ldm134_raw.csv,person_01/frame_000214/ldm134_aligned.csv,person_01/frame_000214/metadata.json,person_01/frame_000214/record.npz
frame_000216,frame_000216.jpg,216,-77.75537872314453,-0.4401449561119079,-3.616931676864624,left_profile,-70.0,person_01/frame_000216/ldm106_raw.csv,person_01/frame_000216/ldm106_aligned.csv,person_01/frame_000216/ldm134_raw.csv,person_01/frame_000216/ldm134_aligned.csv,person_01/frame_000216/metadata.json,person_01/frame_000216/record.npz
