dataset_id,record_id,source_filename,frame_index,yaw,pitch,roll,pose_bin,canonical_yaw,ldm106_raw_file,ldm106_aligned_file,ldm134_raw_file,ldm134_aligned_file,metadata_file,npz_file
person_01,frame_000205,frame_000205.jpg,205,-79.5689468383789,4.7526535987854,-9.202227592468262,left_profile,-70.0,person_01/frame_000205/ldm106_raw.csv,person_01/frame_000205/ldm106_aligned.csv,person_01/frame_000205/ldm134_raw.csv,person_01/frame_000205/ldm134_aligned.csv,person_01/frame_000205/metadata.json,person_01/frame_000205/record.npz
person_01,frame_000204,frame_000204.jpg,204,-79.51837158203125,5.503432750701904,-9.779340744018556,left_profile,-70.0,person_01/frame_000204/ldm106_raw.csv,person_01/frame_000204/ldm106_aligned.csv,person_01/frame_000204/ldm134_raw.csv,person_01/frame_000204/ldm134_aligned.csv,person_01/frame_000204/metadata.json,person_01/frame_000204/record.npz
person_01,frame_000207,frame_000207.jpg,207,-79.44126892089844,6.46995210647583,-10.615418434143066,left_profile,-70.0,person_01/frame_000207/ldm106_raw.csv,person_01/frame_000207/ldm106_aligned.csv,person_01/frame_000207/ldm134_raw.csv,person_01/frame_000207/ldm134_aligned.csv,person_01/frame_000207/metadata.json,person_01/frame_000207/record.npz
person_01,frame_000209,frame_000209.jpg,209,-79.42318725585938,5.1806464195251465,-9.340950965881348,left_profile,-70.0,person_01/frame_000209/ldm106_raw.csv,person_01/frame_000209/ldm106_aligned.csv,person_01/frame_000209/ldm134_raw.csv,person_01/frame_000209/ldm134_aligned.csv,person_01/frame_000209/metadata.json,person_01/frame_000209/record.npz
person_01,frame_000206,frame_000206.jpg,206,-79.37308502197266,5.371805191040039,-9.58019733428955,left_profile,-70.0,person_01/frame_000206/ldm106_raw.csv,person_01/frame_000206/ldm106_aligned.csv,person_01/frame_000206/ldm134_raw.csv,person_01/frame_000206/ldm134_aligned.csv,person_01/frame_000206/metadata.json,person_01/frame_000206/record.npz
person_01,frame_000208,frame_000208.jpg,208,-79.26741790771484,4.696228981018066,-8.867327690124512,left_profile,-70.0,person_01/frame_000208/ldm106_raw.csv,person_01/frame_000208/ldm106_aligned.csv,person_01/frame_000208/ldm134_raw.csv,person_01/frame_000208/ldm134_aligned.csv,person_01/frame_000208/metadata.json,person_01/frame_000208/record.npz
person_01,frame_000211,frame_000211.jpg,211,-79.20381927490234,4.2499165534973145,-8.36712646484375,left_profile,-70.0,person_01/frame_000211/ldm106_raw.csv,person_01/frame_000211/ldm106_aligned.csv,person_01/frame_000211/ldm134_raw.csv,person_01/frame_000211/ldm134_aligned.csv,person_01/frame_000211/metadata.json,person_01/frame_000211/record.npz
person_01,frame_000210,frame_000210.jpg,210,-79.19783020019531,6.4787139892578125,-10.487022399902344,left_profile,-70.0,person_01/frame_000210/ldm106_raw.csv,person_01/frame_000210/ldm106_aligned.csv,person_01/frame_000210/ldm134_raw.csv,person_01/frame_000210/ldm134_aligned.csv,person_01/frame_000210/metadata.json,person_01/frame_000210/record.npz
person_01,frame_000212,frame_000212.jpg,212,-78.91007232666016,4.14433479309082,-8.54317855834961,left_profile,-70.0,person_01/frame_000212/ldm106_raw.csv,person_01/frame_000212/ldm106_aligned.csv,person_01/frame_000212/ldm134_raw.csv,person_01/frame_000212/ldm134_aligned.csv,person_01/frame_000212/metadata.json,person_01/frame_000212/record.npz
person_01,frame_000213,frame_000213.jpg,213,-78.3824462890625,1.389734983444214,-5.57305383682251,left_profile,-70.0,person_01/frame_000213/ldm106_raw.csv,person_01/frame_000213/ldm106_aligned.csv,person_01/frame_000213/ldm134_raw.csv,person_01/frame_000213/ldm134_aligned.csv,person_01/frame_000213/metadata.json,person_01/frame_000213/record.npz
person_01,frame_000215,frame_000215.jpg,215,-78.35092163085938,1.452889323234558,-5.594074726104736,left_profile,-70.0,person_01/frame_000215/ldm106_raw.csv,person_01/frame_000215/ldm106_aligned.csv,person_01/frame_000215/ldm134_raw.csv,person_01/frame_000215/ldm134_aligned.csv,person_01/frame_000215/metadata.json,person_01/frame_000215/record.npz
person_01,frame_000214,frame_000214.jpg,214,-78.25086212158203,1.5581480264663696,-5.615945816040039,left_profile,-70.0,person_01/frame_000214/ldm106_raw.csv,person_01/frame_000214/ldm106_aligned.csv,person_01/frame_000214/ldm134_raw.csv,person_01/frame_000214/ldm134_aligned.csv,person_01/frame_000214/metadata.json,person_01/frame_000214/record.npz
person_01,frame_000216,frame_000216.jpg,216,-77.75537872314453,-0.4401449561119079,-3.616931676864624,left_profile,-70.0,person_01/frame_000216/ldm106_raw.csv,person_01/frame_000216/ldm106_aligned.csv,person_01/frame_000216/ldm134_raw.csv,person_01/frame_000216/ldm134_aligned.csv,person_01/frame_000216/metadata.json,person_01/frame_000216/record.npz
person_01,frame_000218,frame_000218.jpg,218,-76.42756652832031,-1.8368769884109497,-2.0111618041992188,left_profile,-70.0,person_01/frame_000218/ldm106_raw.csv,person_01/frame_000218/ldm106_aligned.csv,person_01/frame_000218/ldm134_raw.csv,person_01/frame_000218/ldm134_aligned.csv,person_01/frame_000218/metadata.json,person_01/frame_000218/record.npz
person_01,frame_000217,frame_000217.jpg,217,-76.17049407958984,-3.142852544784546,-0.6583753228187561,left_profile,-70.0,person_01/frame_000217/ldm106_raw.csv,person_01/frame_000217/ldm106_aligned.csv,person_01/frame_000217/ldm134_raw.csv,person_01/frame_000217/ldm134_aligned.csv,person_01/frame_000217/metadata.json,person_01/frame_000217/record.npz
person_01,frame_000219,frame_000219.jpg,219,-75.09960174560547,-2.3443284034729004,-1.386147141456604,left_profile,-70.0,person_01/frame_000219/ldm106_raw.csv,person_01/frame_000219/ldm106_aligned.csv,person_01/frame_000219/ldm134_raw.csv,person_01/frame_000219/ldm134_aligned.csv,person_01/frame_000219/metadata.json,person_01/frame_000219/record.npz
person_01,frame_000220,frame_000220.jpg,220,-74.32913208007812,-2.2597179412841797,-1.4253878593444824,left_profile,-70.0,person_01/frame_000220/ldm106_raw.csv,person_01/frame_000220/ldm106_aligned.csv,person_01/frame_000220/ldm134_raw.csv,person_01/frame_000220/ldm134_aligned.csv,person_01/frame_000220/metadata.json,person_01/frame_000220/record.npz
person_01,frame_000221,frame_000221.jpg,221,-71.53494262695312,-2.2223331928253174,-1.1348568201065063,left_profile,-70.0,person_01/frame_000221/ldm106_raw.csv,person_01/frame_000221/ldm106_aligned.csv,person_01/frame_000221/ldm134_raw.csv,person_01/frame_000221/ldm134_aligned.csv,person_01/frame_000221/metadata.json,person_01/frame_000221/record.npz
person_01,frame_000222,frame_000222.jpg,222,-71.12541961669922,-3.968215942382813,0.3690852522850036,left_profile,-70.0,person_01/frame_000222/ldm106_raw.csv,person_01/frame_000222/ldm106_aligned.csv,person_01/frame_000222/ldm134_raw.csv,person_01/frame_000222/ldm134_aligned.csv,person_01/frame_000222/metadata.json,person_01/frame_000222/record.npz
person_01,frame_000223,frame_000223.jpg,223,-70.00879669189453,-2.662407875061035,-0.4469052255153656,left_profile,-70.0,person_01/frame_000223/ldm106_raw.csv,person_01/frame_000223/ldm106_aligned.csv,person_01/frame_000223/ldm134_raw.csv,person_01/frame_000223/ldm134_aligned.csv,person_01/frame_000223/metadata.json,person_01/frame_000223/record.npz
person_01,frame_000224,frame_000224.jpg,224,-69.48957824707031,-2.616840362548828,-0.4897680878639221,left_profile,-70.0,person_01/frame_000224/ldm106_raw.csv,person_01/frame_000224/ldm106_aligned.csv,person_01/frame_000224/ldm134_raw.csv,person_01/frame_000224/ldm134_aligned.csv,person_01/frame_000224/metadata.json,person_01/frame_000224/record.npz
person_01,frame_000225,frame_000225.jpg,225,-66.17880249023438,-2.7097160816192627,-0.2194989025592804,left_profile,-70.0,person_01/frame_000225/ldm106_raw.csv,person_01/frame_000225/ldm106_aligned.csv,person_01/frame_000225/ldm134_raw.csv,person_01/frame_000225/ldm134_aligned.csv,person_01/frame_000225/metadata.json,person_01/frame_000225/record.npz
person_01,frame_000226,frame_000226.jpg,226,-64.23116302490234,-1.324734091758728,-1.795609712600708,left_profile,-70.0,person_01/frame_000226/ldm106_raw.csv,person_01/frame_000226/ldm106_aligned.csv,person_01/frame_000226/ldm134_raw.csv,person_01/frame_000226/ldm134_aligned.csv,person_01/frame_000226/metadata.json,person_01/frame_000226/record.npz
person_01,frame_000227,frame_000227.jpg,227,-63.20731735229492,-2.7097010612487793,-0.5007513165473938,left_profile,-70.0,person_01/frame_000227/ldm106_raw.csv,person_01/frame_000227/ldm106_aligned.csv,person_01/frame_000227/ldm134_raw.csv,person_01/frame_000227/ldm134_aligned.csv,person_01/frame_000227/metadata.json,person_01/frame_000227/record.npz
person_01,frame_000228,frame_000228.jpg,228,-60.64198684692383,-3.42275333404541,0.1370648145675659,left_profile,-70.0,person_01/frame_000228/ldm106_raw.csv,person_01/frame_000228/ldm106_aligned.csv,person_01/frame_000228/ldm134_raw.csv,person_01/frame_000228/ldm134_aligned.csv,person_01/frame_000228/metadata.json,person_01/frame_000228/record.npz
person_01,frame_000229,frame_000229.jpg,229,-55.980220794677734,-2.118989944458008,-0.2751132845878601,left_profile,-70.0,person_01/frame_000229/ldm106_raw.csv,person_01/frame_000229/ldm106_aligned.csv,person_01/frame_000229/ldm134_raw.csv,person_01/frame_000229/ldm134_aligned.csv,person_01/frame_000229/metadata.json,person_01/frame_000229/record.npz
person_01,frame_000230,frame_000230.jpg,230,-54.08663558959961,-1.3353667259216309,-0.1730818897485733,left_profile,-70.0,person_01/frame_000230/ldm106_raw.csv,person_01/frame_000230/ldm106_aligned.csv,person_01/frame_000230/ldm134_raw.csv,person_01/frame_000230/ldm134_aligned.csv,person_01/frame_000230/metadata.json,person_01/frame_000230/record.npz
person_01,frame_000231,frame_000231.jpg,231,-52.193119049072266,-1.0340518951416016,-0.1408104300498962,left_profile,-70.0,person_01/frame_000231/ldm106_raw.csv,person_01/frame_000231/ldm106_aligned.csv,person_01/frame_000231/ldm134_raw.csv,person_01/frame_000231/ldm134_aligned.csv,person_01/frame_000231/metadata.json,person_01/frame_000231/record.npz
person_01,frame_000232,frame_000232.jpg,232,-50.804466247558594,-0.9181097149848938,-0.1309426128864288,left_profile,-70.0,person_01/frame_000232/ldm106_raw.csv,person_01/frame_000232/ldm106_aligned.csv,person_01/frame_000232/ldm134_raw.csv,person_01/frame_000232/ldm134_aligned.csv,person_01/frame_000232/metadata.json,person_01/frame_000232/record.npz
person_01,frame_000233,frame_000233.jpg,233,-46.899044036865234,-0.2347157299518585,-0.884861946105957,left_deep,-45.0,person_01/frame_000233/ldm106_raw.csv,person_01/frame_000233/ldm106_aligned.csv,person_01/frame_000233/ldm134_raw.csv,person_01/frame_000233/ldm134_aligned.csv,person_01/frame_000233/metadata.json,person_01/frame_000233/record.npz
person_01,frame_000234,frame_000234.jpg,234,-44.71076965332031,0.2052628546953201,-0.9611838459968568,left_deep,-45.0,person_01/frame_000234/ldm106_raw.csv,person_01/frame_000234/ldm106_aligned.csv,person_01/frame_000234/ldm134_raw.csv,person_01/frame_000234/ldm134_aligned.csv,person_01/frame_000234/metadata.json,person_01/frame_000234/record.npz
person_01,frame_000235,frame_000235.jpg,235,-42.46724319458008,0.0267243403941392,-0.9229974746704102,left_deep,-45.0,person_01/frame_000235/ldm106_raw.csv,person_01/frame_000235/ldm106_aligned.csv,person_01/frame_000235/ldm134_raw.csv,person_01/frame_000235/ldm134_aligned.csv,person_01/frame_000235/metadata.json,person_01/frame_000235/record.npz
person_01,frame_000236,frame_000236.jpg,236,-39.60353088378906,-0.0852769091725349,-1.046317219734192,left_mid,-32.5,person_01/frame_000236/ldm106_raw.csv,person_01/frame_000236/ldm106_aligned.csv,person_01/frame_000236/ldm134_raw.csv,person_01/frame_000236/ldm134_aligned.csv,person_01/frame_000236/metadata.json,person_01/frame_000236/record.npz
person_01,frame_000237,frame_000237.jpg,237,-33.585662841796875,-0.5334179401397705,-0.2742402851581573,left_mid,-32.5,person_01/frame_000237/ldm106_raw.csv,person_01/frame_000237/ldm106_aligned.csv,person_01/frame_000237/ldm134_raw.csv,person_01/frame_000237/ldm134_aligned.csv,person_01/frame_000237/metadata.json,person_01/frame_000237/record.npz
person_01,frame_000238,frame_000238.jpg,238,-30.90117454528809,-0.2801662385463714,-0.0885532945394516,left_mid,-32.5,person_01/frame_000238/ldm106_raw.csv,person_01/frame_000238/ldm106_aligned.csv,person_01/frame_000238/ldm134_raw.csv,person_01/frame_000238/ldm134_aligned.csv,person_01/frame_000238/metadata.json,person_01/frame_000238/record.npz
person_01,frame_000239,frame_000239.jpg,239,-27.96064186096191,-0.2585099935531616,0.0198135245591402,left_mid,-32.5,person_01/frame_000239/ldm106_raw.csv,person_01/frame_000239/ldm106_aligned.csv,person_01/frame_000239/ldm134_raw.csv,person_01/frame_000239/ldm134_aligned.csv,person_01/frame_000239/metadata.json,person_01/frame_000239/record.npz
person_01,frame_000240,frame_000240.jpg,240,-25.874937057495117,0.0669241100549697,0.2146345674991607,left_mid,-32.5,person_01/frame_000240/ldm106_raw.csv,person_01/frame_000240/ldm106_aligned.csv,person_01/frame_000240/ldm134_raw.csv,person_01/frame_000240/ldm134_aligned.csv,person_01/frame_000240/metadata.json,person_01/frame_000240/record.npz
person_01,frame_000241,frame_000241.jpg,241,-21.85609436035156,0.0193443223834037,0.3430923223495483,left_light,-17.5,person_01/frame_000241/ldm106_raw.csv,person_01/frame_000241/ldm106_aligned.csv,person_01/frame_000241/ldm134_raw.csv,person_01/frame_000241/ldm134_aligned.csv,person_01/frame_000241/metadata.json,person_01/frame_000241/record.npz
person_01,frame_000242,frame_000242.jpg,242,-20.128765106201172,-0.2096789479255676,0.4787744581699371,left_light,-17.5,person_01/frame_000242/ldm106_raw.csv,person_01/frame_000242/ldm106_aligned.csv,person_01/frame_000242/ldm134_raw.csv,person_01/frame_000242/ldm134_aligned.csv,person_01/frame_000242/metadata.json,person_01/frame_000242/record.npz
person_01,frame_000243,frame_000243.jpg,243,-18.56356430053711,-0.2304428815841674,0.5263845920562744,left_light,-17.5,person_01/frame_000243/ldm106_raw.csv,person_01/frame_000243/ldm106_aligned.csv,person_01/frame_000243/ldm134_raw.csv,person_01/frame_000243/ldm134_aligned.csv,person_01/frame_000243/metadata.json,person_01/frame_000243/record.npz
person_01,frame_000244,frame_000244.jpg,244,-17.33595848083496,0.1022746041417121,0.5372544527053833,left_light,-17.5,person_01/frame_000244/ldm106_raw.csv,person_01/frame_000244/ldm106_aligned.csv,person_01/frame_000244/ldm134_raw.csv,person_01/frame_000244/ldm134_aligned.csv,person_01/frame_000244/metadata.json,person_01/frame_000244/record.npz
person_01,frame_000245,frame_000245.jpg,245,-14.653306007385254,0.2354737967252731,0.7460352778434753,left_light,-17.5,person_01/frame_000245/ldm106_raw.csv,person_01/frame_000245/ldm106_aligned.csv,person_01/frame_000245/ldm134_raw.csv,person_01/frame_000245/ldm134_aligned.csv,person_01/frame_000245/metadata.json,person_01/frame_000245/record.npz
person_01,frame_000246,frame_000246.jpg,246,-13.342242240905762,0.0914202630519867,0.895255982875824,left_light,-17.5,person_01/frame_000246/ldm106_raw.csv,person_01/frame_000246/ldm106_aligned.csv,person_01/frame_000246/ldm134_raw.csv,person_01/frame_000246/ldm134_aligned.csv,person_01/frame_000246/metadata.json,person_01/frame_000246/record.npz
person_01,frame_000247,frame_000247.jpg,247,-12.40748405456543,0.3983846306800842,0.9267975091934204,left_light,-17.5,person_01/frame_000247/ldm106_raw.csv,person_01/frame_000247/ldm106_aligned.csv,person_01/frame_000247/ldm134_raw.csv,person_01/frame_000247/ldm134_aligned.csv,person_01/frame_000247/metadata.json,person_01/frame_000247/record.npz
